,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you work in?,Do you work remotely?,Front-end Developer,Back-end Developer,DevOps/SysAdmin,Dev Evangelist/Advocate,One-person shop,Executive Leadership,Supervisor/Team Lead,Other,HR,Sales,Support
514,6,1.0,1,1,3,3,2,3,3,3,3,2,2,2,1,2,1,2,2,1,2,2,2,4,2,2,1,3,3,3,4,2,1,2,2,2,1,-1,1,36,2.0,1,3,1,0,0,0,0,0,0,0,0,0,0
515,1001,0.0,2,2,1,2,1,2,1,3,3,3,2,2,1,4,4,4,4,3,4,3,3,4,3,3,1,3,2,2,5,4,3,3,2,2,2,1,-1,45,1.0,0,2,1,1,1,0,0,0,0,0,0,0,1
517,1001,0.0,3,3,1,1,2,2,2,3,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,4,-1,4,3,3,3,2,2,-1,-1,23,1.0,6,3,0,0,0,0,0,0,0,0,0,0,1
520,26,1.0,2,2,3,3,2,3,1,1,3,3,3,2,1,2,2,4,4,3,2,2,2,2,2,3,3,3,2,2,2,4,1,1,1,1,1,2,1,29,2.0,1,2,1,1,1,0,0,0,0,0,0,0,0
521,26,1.0,-1,-1,3,2,2,3,2,3,3,2,2,2,1,3,4,4,4,3,2,3,3,2,2,2,1,3,2,2,4,1,2,1,3,1,1,2,1,31,1.0,5,2,0,1,0,0,0,0,0,0,0,0,0
523,6,1.0,3,3,3,3,3,4,1,2,3,3,2,1,1,4,4,4,4,3,2,2,2,4,3,3,2,3,2,3,2,1,1,1,2,1,1,2,2,29,1.0,3,3,0,1,0,0,0,0,0,0,0,0,0
525,26,1.0,2,2,3,3,1,2,3,3,2,2,2,2,1,3,4,4,4,3,2,2,3,4,3,3,1,2,3,5,2,4,3,1,1,2,1,3,2,30,1.0,0,2,1,1,1,0,0,0,0,0,0,0,0
526,1001,1.0,1,2,1,1,1,2,3,3,1,1,1,2,1,3,4,3,4,3,2,2,3,2,2,3,3,3,1,3,1,4,3,1,3,1,1,2,1,55,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0
527,6,0.0,2,3,3,3,2,3,2,2,2,1,2,2,1,2,1,2,2,3,4,3,2,2,2,2,3,3,3,3,2,4,1,1,1,1,1,4,2,38,2.0,1,3,1,1,0,0,0,0,0,0,0,0,0
528,6,1.0,2,2,3,2,1,2,1,3,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,2,2,-1,2,3,3,2,2,-1,-1,20,1.0,2,2,1,1,0,0,0,0,0,0,0,0,0
529,101,1.0,3,1,3,2,2,3,3,3,3,2,2,2,1,2,2,4,2,3,3,3,2,2,3,3,1,1,4,4,1,4,1,1,3,1,1,3,1,25,1.0,1,2,1,1,0,0,0,0,0,0,0,0,1
532,26,0.0,2,3,3,3,2,5,2,3,3,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,4,3,4,2,3,1,1,1,4,3,27,1.0,1,3,1,1,1,0,0,0,0,0,0,0,0
533,6,0.0,3,-1,3,3,2,2,2,2,3,1,2,2,1,2,2,4,4,3,2,2,3,4,3,3,2,2,3,3,4,3,1,1,1,1,1,-1,1,24,1.0,1,2,1,1,1,0,0,0,1,0,0,0,1
535,26,0.0,2,2,3,3,2,3,3,3,3,3,1,2,1,4,4,4,4,3,4,3,3,4,3,3,2,3,4,4,5,3,2,2,2,2,2,-1,-1,29,1.0,8,3,1,1,0,0,0,0,0,0,0,0,0
536,26,1.0,3,2,3,3,2,2,1,3,2,1,1,2,1,2,2,4,1,1,1,3,2,2,3,3,3,3,2,2,2,4,1,1,1,1,1,2,1,40,2.0,1,3,0,1,0,0,0,0,1,0,0,0,0
537,1,1.0,3,3,3,3,3,4,2,3,3,3,2,2,1,4,4,4,4,3,2,2,2,2,4,2,3,3,3,2,5,3,1,2,2,1,1,2,1,30,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0
538,26,1.0,1,3,3,3,2,2,2,3,1,1,3,2,1,2,1,1,1,1,4,3,3,4,1,2,3,3,2,3,2,4,3,3,3,2,2,-1,-1,32,1.0,2,2,0,0,1,0,0,0,1,0,0,0,0
540,6,1.0,1,2,2,2,1,1,3,3,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,3,5,3,3,3,1,1,1,1,3,1,35,2.0,2,2,0,1,0,0,0,0,0,1,0,0,0
542,6,1.0,3,3,3,3,2,3,2,3,2,3,3,2,1,4,4,4,4,3,2,3,2,2,2,3,2,3,3,3,3,3,1,2,3,2,1,-1,-1,36,1.0,0,3,0,1,0,0,0,0,0,0,0,0,0
543,26,1.0,2,3,2,3,2,3,3,3,2,2,1,2,1,3,2,4,4,3,4,3,2,1,1,3,1,2,3,4,2,3,2,3,3,2,2,-1,-1,26,1.0,10,2,0,1,1,0,0,0,0,0,0,0,0
544,501,0.0,2,2,1,2,2,2,2,3,1,3,2,2,1,2,2,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,1,2,3,1,1,2,2,31,2.0,4,3,0,0,0,0,0,0,0,1,0,0,0
545,26,0.0,-1,-1,1,1,1,1,3,3,3,1,1,2,1,4,4,4,4,3,2,2,3,3,4,3,1,2,3,3,2,4,1,3,3,2,2,-1,-1,33,1.0,26,3,1,1,1,0,0,0,0,0,0,0,0
547,26,1.0,2,2,3,3,2,2,2,2,3,3,3,2,1,3,2,2,2,3,3,2,2,2,2,3,2,2,3,4,4,1,3,1,1,1,1,4,2,46,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0
548,101,1.0,3,3,3,1,2,3,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,2,4,1,1,3,1,1,3,2,32,1.0,1,2,0,0,0,1,0,0,0,0,0,0,0
549,101,1.0,1,2,2,1,2,1,2,3,2,2,2,2,1,3,4,4,4,3,3,2,2,4,3,3,3,3,2,3,3,3,3,3,3,2,2,-1,-1,34,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
550,101,1.0,2,2,3,2,2,2,3,3,2,2,2,2,1,2,2,4,2,3,2,2,3,4,4,2,2,2,3,3,2,2,1,1,1,1,1,2,2,41,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0
551,101,1.0,2,2,3,2,2,1,3,3,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,3,3,2,2,3,3,3,2,2,-1,-1,32,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0
552,1001,0.0,1,3,2,1,2,4,2,2,3,3,2,2,1,1,2,2,1,3,2,2,3,2,3,2,3,3,2,2,2,3,1,1,3,1,1,2,2,47,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0
553,101,1.0,2,3,3,2,2,1,3,3,3,3,1,2,1,3,4,2,2,4,2,2,3,4,2,3,3,3,3,3,-1,4,1,3,3,2,2,-1,-1,29,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0
554,101,0.0,1,2,1,2,2,3,2,3,1,2,2,2,1,3,4,4,4,3,2,3,2,2,2,3,2,2,3,2,2,4,2,3,3,1,1,4,3,36,1.0,1,2,1,1,1,0,0,0,0,0,0,0,0
555,101,1.0,3,1,3,3,2,4,1,3,2,3,3,2,1,2,2,2,2,2,2,3,2,2,2,3,2,3,1,2,2,4,1,1,1,1,1,2,1,32,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
556,101,1.0,2,3,3,2,2,3,3,3,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,4,1,2,2,2,1,-1,3,29,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
557,1,1.0,-1,-1,3,3,2,1,3,3,1,1,1,2,1,4,4,4,4,3,1,2,3,4,4,2,2,3,2,4,2,4,3,3,3,2,2,-1,-1,22,1.0,0,3,0,1,1,1,0,0,1,0,0,0,0
558,1001,1.0,1,1,3,3,1,1,1,3,3,3,3,1,1,4,4,4,4,4,1,2,3,2,4,1,3,3,1,2,1,1,1,1,1,1,1,1,1,32,2.0,1,2,0,1,0,0,0,0,0,0,0,0,0
559,1001,0.0,1,2,3,3,2,3,3,2,3,3,2,2,1,4,4,4,4,3,4,2,3,3,3,3,3,2,2,3,4,4,3,3,3,2,2,-1,-1,19,2.0,1,3,1,0,0,0,0,0,0,0,0,0,0
560,6,1.0,3,-1,3,3,1,1,3,3,1,1,1,2,1,4,4,4,4,1,4,3,1,1,1,3,1,1,3,4,-1,4,3,3,3,2,2,-1,-1,30,1.0,26,2,1,1,0,0,0,0,1,0,0,0,0
561,6,1.0,2,2,3,2,1,2,3,3,2,1,1,2,1,4,4,4,4,2,2,2,2,2,4,3,1,1,4,4,1,4,1,1,2,1,1,-1,-1,32,3.0,1,1,0,1,0,0,0,0,0,1,0,0,0
562,1001,1.0,2,2,2,2,2,2,3,3,2,1,1,2,1,3,4,4,4,4,2,2,2,2,2,3,2,2,4,3,4,4,3,3,3,2,2,-1,-1,22,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0
564,101,1.0,1,3,2,2,2,3,3,3,2,2,2,2,1,2,4,4,4,3,3,2,2,2,4,2,1,2,3,4,3,3,1,3,3,2,2,-1,-1,323,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
565,6,1.0,3,3,3,3,2,3,3,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,4,2,4,3,3,3,2,2,-1,-1,33,1.0,27,2,0,1,0,0,0,0,0,0,0,0,0
566,6,1.0,3,2,3,3,2,5,1,2,3,2,3,2,1,4,4,4,4,3,2,2,3,4,4,2,2,3,2,2,4,3,3,1,3,1,1,4,2,48,2.0,0,3,1,0,0,0,0,0,0,0,0,0,0
567,1001,1.0,3,3,3,3,2,4,2,2,3,3,3,2,1,4,4,4,4,3,2,2,3,3,4,3,2,2,3,3,4,4,3,2,3,2,1,-1,-1,45,1.0,3,3,0,0,0,0,0,0,0,1,0,0,0
568,26,1.0,2,2,1,1,1,1,3,3,2,1,1,2,1,4,4,4,4,1,2,3,2,2,2,3,2,2,4,4,2,3,1,1,3,1,1,4,1,28,1.0,0,2,0,1,0,0,0,0,0,0,0,0,0
569,101,1.0,2,3,2,2,2,4,3,3,2,1,2,2,1,3,4,3,4,3,2,3,2,2,3,3,2,3,3,4,4,3,1,2,3,2,1,-1,1,44,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
570,6,1.0,3,-1,3,3,2,4,2,3,3,3,3,2,1,2,2,4,4,3,2,2,2,2,4,3,3,3,2,4,2,4,3,3,3,2,2,-1,-1,31,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0
571,26,1.0,1,2,3,3,2,2,3,3,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,4,4,2,4,2,1,1,1,1,3,1,31,2.0,1,2,0,1,0,0,0,0,0,0,0,0,0
572,1001,1.0,1,3,1,2,1,1,3,3,1,1,1,2,1,3,4,4,4,3,4,3,1,1,3,3,2,2,4,4,1,4,3,3,3,2,2,-1,-1,29,1.0,1,3,0,0,1,0,0,0,0,0,0,0,0
573,1001,0.0,1,1,3,2,2,3,2,2,3,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,4,4,2,3,3,3,3,2,2,-1,-1,26,1.0,1,3,1,1,0,1,0,0,0,0,0,0,1
574,101,0.0,1,1,1,2,2,3,3,3,1,1,1,2,1,2,2,4,4,3,1,2,3,4,4,3,3,3,3,4,1,4,1,1,1,1,1,3,1,35,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0
576,6,1.0,1,3,3,2,2,3,1,3,3,3,3,2,1,2,1,2,2,1,3,3,3,3,2,2,2,3,3,2,2,2,1,1,1,1,1,3,1,45,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0
577,6,0.0,1,2,3,2,2,2,3,3,3,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,2,2,4,1,1,1,1,1,2,1,22,2.0,1,2,1,1,1,0,1,1,1,0,1,1,1
578,101,1.0,1,1,3,3,2,3,3,3,2,1,2,2,1,2,2,4,4,3,2,3,2,2,4,2,2,2,1,3,2,1,2,2,2,2,2,3,1,34,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0
579,26,1.0,2,2,3,3,2,2,2,3,2,1,1,2,1,2,3,2,2,3,2,2,3,4,2,2,2,2,3,2,2,1,2,2,2,2,2,-1,3,35,1.0,0,3,1,0,0,0,0,0,1,0,0,0,0
581,6,1.0,-1,1,3,3,3,4,1,3,3,3,2,2,1,4,4,3,4,3,1,3,3,4,3,3,3,3,2,2,1,4,1,1,2,1,1,-1,-1,26,1.0,9,3,1,1,1,0,0,0,0,0,0,0,0
583,1001,1.0,-1,2,2,2,2,4,1,3,2,2,2,1,1,4,1,1,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,3,1,24,1.0,5,2,1,1,0,0,0,0,0,0,0,0,0
584,6,1.0,2,3,3,2,1,2,3,3,2,2,1,2,1,4,4,4,4,3,3,2,3,2,3,2,1,2,3,4,3,2,1,1,1,1,1,2,1,24,1.0,1,3,1,1,1,0,0,0,1,0,0,0,0
585,26,1.0,1,1,3,3,2,3,3,3,2,2,2,2,1,2,1,4,4,3,2,2,3,4,2,3,1,3,3,3,2,4,3,1,1,1,1,2,2,34,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
586,26,1.0,3,-1,3,3,2,1,3,3,2,1,1,2,1,4,4,4,4,4,2,3,2,2,4,2,2,2,3,3,1,3,3,3,3,2,2,-1,-1,36,1.0,5,2,0,0,0,0,0,0,1,0,0,0,0
587,501,0.0,1,1,2,2,2,4,1,2,3,3,2,1,1,2,2,4,2,3,2,2,3,4,2,1,2,3,2,2,2,2,1,1,2,1,1,3,2,41,1.0,5,2,0,0,0,0,0,0,1,0,0,0,0
588,1001,1.0,-1,2,3,3,2,2,2,3,2,3,2,2,1,3,4,4,4,3,2,3,2,2,2,3,2,3,3,4,2,2,3,1,1,1,1,2,1,21,1.0,1,3,0,0,1,0,0,0,0,0,0,0,0
589,101,1.0,2,2,3,2,3,2,2,3,2,2,3,2,1,4,4,4,4,4,3,2,2,2,4,3,2,2,3,3,2,1,2,1,1,1,1,3,1,33,1.0,28,2,0,1,0,0,0,0,0,0,0,0,0
590,1001,1.0,2,2,3,3,2,2,3,3,1,1,2,2,1,4,4,4,4,4,3,1,1,2,4,3,1,1,3,4,2,-1,1,3,3,2,1,3,1,32,1.0,13,1,1,1,1,1,0,0,0,0,0,0,1
591,1001,0.0,1,1,3,1,1,3,3,3,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,1,4,2,1,1,1,1,3,2,62,2.0,1,3,0,1,0,0,1,0,0,0,0,0,0
592,26,0.0,1,1,3,3,2,4,2,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,2,3,1,1,1,1,1,3,1,37,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
593,26,1.0,2,2,3,3,2,2,3,3,1,1,2,2,1,3,4,3,4,3,4,3,1,1,3,3,1,1,3,4,2,4,2,3,2,2,2,4,4,32,1.0,1,1,0,1,0,0,0,0,0,0,0,0,1
594,1001,1.0,1,1,2,2,2,5,2,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,3,3,3,3,3,3,3,4,3,3,3,2,1,3,2,31,1.0,1,2,0,0,0,0,0,1,1,0,0,0,0
595,6,1.0,2,2,3,2,2,3,2,2,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,2,2,4,1,1,2,1,1,3,3,28,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0
598,26,1.0,1,1,3,2,1,1,3,3,2,2,1,2,1,3,4,4,4,3,4,3,2,2,3,3,2,2,4,3,4,4,3,1,1,1,1,2,2,29,1.0,17,3,1,1,1,1,1,0,0,1,0,0,1
599,26,0.0,1,1,1,1,2,3,2,2,1,2,2,2,1,4,4,4,4,3,3,3,2,4,3,3,3,3,2,3,3,4,2,3,3,2,1,-1,-1,33,1.0,3,3,0,1,0,0,0,0,0,0,0,0,0
600,26,0.0,2,2,1,3,2,2,3,3,2,1,1,2,1,3,4,4,2,3,4,3,2,1,1,3,2,2,3,4,-1,4,1,3,3,2,2,-1,-1,27,1.0,24,2,0,0,1,0,0,0,0,0,0,0,1
601,26,0.0,-1,-1,3,3,3,1,3,3,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,4,3,4,3,3,3,2,2,-1,-1,24,1.0,5,2,0,0,0,0,1,0,0,0,0,0,0
603,1,1.0,1,1,1,3,3,1,3,3,1,1,1,2,1,3,4,4,4,3,3,2,2,2,3,3,1,1,5,5,1,4,1,2,2,2,1,-1,-1,42,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0
604,26,1.0,3,-1,3,3,2,3,3,3,2,2,2,2,1,4,4,4,4,3,3,3,2,2,3,3,3,3,2,4,-1,4,3,3,3,2,2,-1,-1,28,1.0,0,2,1,1,1,0,0,0,1,0,0,0,0
605,501,1.0,2,3,3,2,2,4,2,2,2,2,3,2,1,2,2,4,4,3,2,2,2,2,4,3,2,2,3,3,1,2,1,1,1,1,1,2,2,40,1.0,2,1,0,1,1,1,0,0,0,0,0,0,0
606,1001,1.0,1,2,3,1,2,1,2,2,3,3,2,2,1,1,3,3,4,4,2,2,3,4,4,3,3,3,1,4,5,-1,1,1,2,1,1,3,3,32,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0
609,6,1.0,1,1,3,3,1,1,2,3,3,3,3,2,1,2,3,4,4,3,2,2,2,2,4,3,3,3,2,3,2,4,1,1,1,1,1,2,1,26,1.0,1,3,0,1,1,0,0,0,0,0,0,0,0
610,101,1.0,2,2,3,2,2,2,2,2,1,2,2,2,1,2,3,2,4,4,2,2,3,2,2,1,2,3,3,3,2,3,1,1,1,1,1,3,1,39,2.0,1,2,1,1,0,1,0,0,0,0,0,0,1
611,501,0.0,-1,-1,1,1,2,1,3,3,1,1,1,2,1,3,4,4,4,1,2,2,2,2,3,2,2,3,3,4,2,-1,3,2,2,2,2,-1,2,38,1.0,0,3,0,0,1,0,0,0,1,0,0,0,0
612,1001,1.0,1,3,3,2,2,5,1,3,3,2,2,2,1,2,3,4,4,3,2,2,3,2,4,3,3,3,2,2,4,4,1,2,1,2,2,2,1,34,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
613,26,0.0,2,-1,3,3,2,5,2,2,1,2,2,2,1,3,4,4,4,1,3,2,2,2,2,3,3,2,1,4,1,2,2,1,1,1,1,2,1,44,1.0,4,3,0,1,1,0,0,0,0,0,0,0,0
615,101,1.0,1,3,3,3,1,1,3,3,1,1,1,2,1,4,1,4,4,4,2,1,1,4,4,3,1,1,4,4,1,4,3,3,3,2,2,-1,-1,24,1.0,29,1,0,0,0,0,0,0,0,1,0,0,0
616,6,1.0,1,1,1,1,1,2,3,3,1,1,1,2,1,2,2,2,2,2,2,3,2,4,4,2,1,1,5,5,1,1,1,1,1,1,1,2,1,31,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0
617,1001,1.0,1,1,2,2,3,4,1,3,2,1,3,2,1,2,2,4,2,4,2,2,3,2,4,1,2,3,1,3,2,1,1,1,1,1,1,2,1,47,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0
618,1001,1.0,-1,-1,1,1,1,1,3,3,1,1,1,2,1,1,2,1,1,2,1,1,2,2,4,1,1,1,3,3,1,1,1,1,1,1,1,4,1,30,1.0,5,2,0,0,0,0,0,0,0,0,0,0,1
620,6,1.0,1,2,1,1,1,1,3,3,1,1,2,2,1,2,2,3,2,3,3,3,2,3,3,3,3,3,4,4,1,4,1,1,1,1,1,1,1,29,3.0,1,2,0,1,0,0,0,0,0,0,0,0,0
621,1001,1.0,1,2,3,2,2,5,2,3,2,1,3,2,1,2,3,2,2,3,4,3,2,1,2,3,2,2,2,3,2,4,3,3,3,2,2,-1,-1,27,1.0,1,2,1,1,0,0,0,0,0,0,0,0,1
622,1001,0.0,1,3,1,1,1,3,3,3,3,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,3,2,4,3,1,1,1,1,2,1,29,1.0,1,3,0,0,1,0,0,0,0,0,0,0,1
624,101,1.0,1,2,3,3,1,4,2,3,2,3,2,2,1,2,2,4,4,3,2,2,2,4,4,2,2,3,3,3,3,3,1,1,1,1,1,2,2,31,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0
625,6,0.0,2,2,3,3,2,3,1,2,3,3,3,2,1,3,4,2,2,3,3,2,2,2,2,2,1,2,2,2,3,2,3,3,2,2,2,-1,2,27,1.0,17,3,1,1,0,0,0,0,0,0,0,0,0
626,6,1.0,3,-1,3,3,3,4,2,3,2,2,2,2,1,4,4,4,4,4,3,3,2,2,4,3,2,2,3,1,2,1,3,1,1,1,1,3,1,29,1.0,0,3,0,0,1,0,0,0,0,0,0,0,0
627,6,1.0,-1,-1,3,3,2,2,3,3,2,2,2,2,1,3,4,4,4,3,3,3,2,2,3,3,1,3,3,4,-1,4,3,3,3,2,2,-1,-1,29,1.0,0,3,0,1,0,0,0,0,0,0,0,0,0
628,1001,1.0,1,2,3,1,2,4,2,3,2,2,2,2,1,3,4,4,4,3,3,3,2,2,2,3,3,3,3,3,4,3,2,2,1,1,2,-1,3,42,1.0,1,2,0,0,0,0,0,0,1,0,0,0,0
629,6,1.0,1,2,3,3,2,4,2,3,3,2,2,2,1,3,2,4,4,3,2,2,2,4,4,3,2,3,2,3,2,4,1,1,3,2,2,-1,2,26,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0
630,6,1.0,2,2,1,1,2,1,3,3,1,1,1,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,3,1,1,3,1,26,1.0,16,2,1,1,1,0,0,0,0,0,0,0,0
632,101,0.0,1,1,1,3,1,4,2,2,3,2,1,2,1,3,4,4,4,3,2,3,3,3,4,1,1,3,3,2,2,3,2,3,3,2,2,-1,-1,24,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0
633,1001,0.0,1,3,1,1,1,4,1,2,3,3,1,2,1,4,4,4,4,3,1,2,2,2,3,3,2,2,2,2,4,3,3,3,3,2,2,-1,-1,25,1.0,1,3,0,0,0,0,0,0,0,1,0,0,0
634,6,1.0,1,1,3,3,2,1,3,3,2,1,1,2,1,1,2,1,1,3,3,3,2,2,2,3,1,2,3,4,2,4,3,3,3,2,2,-1,-1,22,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
635,101,1.0,1,2,3,2,1,3,2,3,2,2,3,2,1,2,2,4,2,3,2,3,2,2,3,3,1,2,4,4,2,4,1,1,1,1,1,2,1,33,1.0,1,2,0,1,1,0,0,0,0,0,0,0,1
636,26,1.0,1,3,3,1,2,1,3,3,2,1,1,2,1,1,1,2,1,1,4,3,2,1,1,3,1,1,2,4,1,4,3,3,3,2,2,-1,-1,53,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0
637,26,1.0,1,1,3,3,2,2,2,3,2,1,3,2,1,1,1,2,2,3,2,3,1,1,2,3,3,2,2,4,1,2,1,1,1,1,1,2,1,32,1.0,2,3,0,1,0,0,0,0,0,0,0,0,0
638,6,1.0,3,-1,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,1,2,3,1,3,1,1,2,-1,32,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0
640,6,1.0,2,3,3,3,1,4,2,3,2,3,2,2,1,3,2,4,4,1,3,3,2,4,2,3,1,1,2,3,2,3,3,3,3,2,1,-1,-1,27,1.0,6,3,0,1,1,0,0,0,0,0,0,0,0
641,6,1.0,-1,-1,3,3,2,2,2,2,2,2,1,2,1,4,4,4,4,3,2,2,2,4,4,3,1,3,3,3,4,3,2,2,3,2,2,2,2,34,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0
642,6,1.0,3,-1,3,3,1,4,2,2,1,2,2,2,1,2,1,4,4,1,2,3,2,2,2,3,3,3,2,4,2,4,1,1,1,1,1,4,2,26,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
643,26,1.0,2,3,3,3,2,2,2,3,2,1,2,2,1,4,4,4,4,3,1,1,3,4,4,2,3,3,2,1,1,2,1,1,1,1,1,2,1,25,3.0,1,3,0,0,0,0,0,0,0,1,0,0,0
644,1001,1.0,1,1,1,1,2,4,2,3,1,1,1,2,1,3,4,4,4,3,3,3,2,2,2,3,2,2,5,4,2,4,1,1,2,1,1,4,2,39,1.0,0,2,1,1,0,0,0,0,1,0,0,0,0
645,26,1.0,2,2,1,2,2,2,3,3,3,1,2,2,1,4,4,4,4,3,3,3,2,2,4,3,3,3,2,4,2,4,3,2,2,2,1,-1,1,32,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0
648,501,1.0,2,3,1,1,2,3,1,2,3,2,3,2,1,4,1,4,4,4,1,2,3,4,3,3,3,3,2,2,5,3,1,1,2,1,1,-1,1,33,3.0,0,3,0,1,1,1,0,0,1,1,0,0,1
649,26,1.0,1,3,2,2,2,3,2,3,3,2,2,2,1,2,2,3,2,1,3,2,3,4,3,1,2,3,2,2,5,3,3,3,3,2,2,-1,-1,58,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
650,6,1.0,3,3,3,3,1,5,1,1,3,3,3,2,1,4,3,3,4,1,1,1,3,4,4,1,3,3,2,2,2,3,3,3,1,1,1,3,1,30,1.0,2,3,1,0,0,0,0,0,0,0,0,0,0
